stops,latitude,longtitude
JAMAICA AV/212 PL,(40.71592390000001, -73.74563429999999)
212 ST/94 AV,(40.71754800000001, -73.74741399999999)
212 ST/93 AV,(40.71896, -73.748177)
212 ST/91 AV,(40.720535, -73.749031)
212 ST/90 AV,(40.72184, -73.750481)
212 ST/89 AV,(40.7235236, -73.7526401)
MERRICK BL/LIBERTY AV,(40.702341, -73.790523)
MERRICK BL/104 AV,(40.701576, -73.790459)
MERRICK BL/107 AV,(40.699654, -73.788147)
MERRICK BL/108 AV,(40.698414, -73.78714)
MERRICK BL/169 PL,(40.697842, -73.78595)
MERRICK BL/109 AV,(40.697052, -73.783958)
MERRICK BL/110 AV,(40.6959975, -73.782799)
MERRICK BL/111 AV,(40.6942569, -73.7814592)
MERRICK BL/SAYRES AV,(40.693329, -73.780357)
LINDEN BL/172 ST,(40.691824, -73.7785265)
LINDEN BL/174 ST,(40.69236, -73.775955)
LINDEN BL/175 PL,(40.692757, -73.77462)
LINDEN BL/177 ST,(40.692989, -73.772324)
LINDEN BL/178 ST,(40.6928195, -73.77068349999999)
LINDEN BL/179 ST,(40.69246100000001, -73.768158)
LINDEN BL/NEWBURG ST,(40.692065, -73.765394)
LINDEN BL/EVERITT PL,(40.6917946, -73.7639792)
LINDEN BL/FARMERS BL,(40.6917075, -73.762394)
LINDEN BL/192 ST,(40.692482, -73.75909399999999)
LINDEN BL/195 ST,(40.69317969999999, -73.75687359999999)
LINDEN BL/197 ST,(40.6936688, -73.7550821)
LINDEN BL/199 ST,(40.694213, -73.753086)
LINDEN BL/201 ST,(40.694714, -73.751255)
LINDEN BL/202 ST,(40.694981, -73.75012199999999)
LINDEN BL/204 ST,(40.6955335, -73.748299)
LINDEN BL/FRANCIS LEWIS BL,(40.69620099999999, -73.74629999999999)
LINDEN BL/SPRINGFIELD BL,(40.696026, -73.743195)
LINDEN BL/219 ST,(40.695377, -73.7409895)
LINDEN BL/222 ST,(40.694596, -73.738401)
LINDEN BL/225 ST,(40.693774, -73.73577399999999)
LINDEN BL/228 ST,(40.692951, -73.73317)
LINDEN BL/230 ST,(40.6923953, -73.7314507)
LINDEN BL/232 ST,(40.6915038, -73.72988749999999)
LINDEN BL/235 ST,(40.6907315, -73.72740879999999)
235 ST/LINDEN BL,(40.6907315, -73.72740879999999)
LINDEN BL/231 ST,(40.69195, -73.730665)
LINDEN BL/217 ST,(40.696129, -73.743065)
LINDEN BL/NASHVILLE BL,(40.6964747, -73.7450154)
LINDEN BL/193 ST,(40.692716, -73.758563)
LINDEN BL/191 ST,(40.692188, -73.760666)
LINDEN BL/176 ST,(40.69303499999999, -73.773735)
LINDEN BL/MURDOCK AV,(40.692219, -73.77715300000001)
MERRICK BL/105 AV,(40.70079, -73.78938)
168 ST/DOUGLAS AV,(40.70396, -73.790977)
LIBERTY AV/MERRICK BL,(40.702341, -73.790523)
ARCHER AV/TEARDROP CANOPY,(40.701393, -73.802605)
LIBERTY AV/168 PL,(40.70264400000001, -73.790115)
LIBERTY AV/170 ST,(40.7034563, -73.7883705)
LIBERTY AV/173 ST,(40.704456, -73.78504199999999)
LIBERTY AV/177 ST,(40.705372, -73.78302)
177 ST/104 AV,(40.704023, -73.78162)
177 ST/106 AV,(40.703868, -73.779065)
POLHEMAS AV/WATSON PL,(40.70203, -73.782035)
FERN PL/REX RD,(40.700813, -73.780937)
174 ST/108 AV,(40.700008, -73.78187600000001)
174 ST/109 AV,(40.699078, -73.781189)
174 ST/110 AV,(40.6972125, -73.7799)
174 ST/111 AV,(40.695633, -73.778746)
111 AV/175 ST,(40.695979, -73.77792199999999)
111 AV/177 ST,(40.6966675, -73.77628140000002)
SAYRES AV/178 ST,(40.697264, -73.7757075)
SAYRES AV/179 ST,(40.6980498, -73.7751413)
SAYRES AV/180 ST,(40.69961199999999, -73.773994)
SAYRES AV/179 PL,(40.6989886, -73.7744721)
SAYRES AV/178 PL,(40.6978, -73.775429)
REX RD/FERN PL,(40.700813, -73.780937)
FERN PL/POLHEMAS AV,(40.70138680000001, -73.78240699999999)
106 AV/177 ST,(40.702913, -73.780868)
177TH ST / 104TH AVE,(40.704124, -73.781609)
177 ST/LIBERTY AV,(40.7054383, -73.78257289999999)
LIBERTY AV/172 ST,(40.704192, -73.78598219999999)
ARCHER AV /153 ST,(40.7021644, -73.801591)
HILLSIDE AV/150 ST,(40.7066018, -73.8065651)
HILLSIDE AV/PARSONS BL,(40.70766880000001, -73.8027647)
HILLSIDE AV/161 ST,(40.7081534, -73.8010563)
HILLSIDE AV/163 ST,(40.7087395, -73.7993443)
HILLSIDE AV/165 ST,(40.7089665, -73.79703359999999)
HILLSIDE AV/168 ST,(40.709976, -73.7947113)
HILLSIDE AV/88 AV,(40.73172, -73.741112)
HILLSIDE AV/231 ST,(40.732822, -73.73906699999999)
HILLSIDE AV/WINCHESTER BL,(40.733435, -73.735677)
HILLSIDE AV/RANGE ST,(40.73301499999999, -73.732998)
HILLSIDE AV/CREEDMOORE HOSPITAL,(40.732571, -73.731102)
HILLSIDE AV/239 ST,(40.7331856, -73.7271405)
HILLSIDE AV/241 ST,(40.7336432, -73.7254526)
HILLSIDE AV/CROSS ISLAND PY,(40.734014, -73.72338599999999)
HILLSIDE AV/COMMONWEALTH BL,(40.734436, -73.72129799999999)
HILLSIDE AV/248 ST,(40.73498499999999, -73.719257)
HILLSIDE AV/251 ST,(40.7355638, -73.7165515)
HILLSIDE AV/LITTLE NECK PY,(40.736277, -73.713814)
HILLSIDE AV/256 ST,(40.7365544, -73.7119257)
HILLSIDE AV/259 ST,(40.7371406, -73.7092127)
HILLSIDE AV/261 ST,(40.737541, -73.70783999999999)
HILLSIDE AV/264 ST,(40.7381249, -73.704639)
HILLSIDE AV/267 ST,(40.7388, -73.70130999999999)
HILLSIDE AV/268 ST,(40.7388, -73.70130999999999)
HILLSIDE AV/266 ST,(40.738529, -73.703239)
HILLSIDE AV/258 ST,(40.736973, -73.710227)
HILLSIDE AV/243 ST,(40.734013, -73.724068)
HILLSIDE AV/240 ST,(40.73344720000001, -73.7263601)
HILLSIDE AV/CREEDMORE HOSPITAL,(40.732571, -73.731102)
HILLSIDE AV/229 ST,(40.7321348, -73.74048479999999)
HILLSIDE AV/MANOR RD,(40.7309001, -73.7425968)
HILLSIDE AV/166 ST,(40.7095875, -73.7964265)
HILLSIDE AV/164 ST,(40.7088428, -73.7989886)
HILLSIDE AV/162 ST,(40.7084775, -73.8002516)
LAFAYETTE AV/HUTCHINSON RVR PKY,(40.82490480000001, -73.8372861)
BRUSH AV/BRUCKNER BL,(40.8284123, -73.8411685)
CROSS BX SVC RD/ZEREGA AV,(40.828995, -73.84455899999999)
CROSS BX SVC RD/HAVILAND AV,(40.830444, -73.850212)
CROSS BX SVC RD/NEWBOLD AV,(40.8325, -73.856995)
HUGH GRANT CI /METROPOLITAN AV,(40.833515, -73.861389)
CROSS BX SVC RD/TAYLOR AV,(40.834431, -73.865639)
CROSS BX SVC RD/COMMONWEALTH AV,(40.836147, -73.868988)
DEVOE AV/WYATT AV,(40.8396771, -73.8775239)
E 180 ST/DEVOE AV,(40.8420583, -73.8760917)
CROSS BX SVC RD/ROSDALE AV,(40.835548, -73.86981999999999)
WESTCHESTER AV/VIRGINIA AV,(40.832924, -73.86174)
CROSS BX SVC RD/PUGSLEY AV,(40.831928, -73.857117)
CROSS BX SVC RD/CASTLE HILL AV,(40.830074, -73.850822)
BRUCKNER BL/BRUSH AV,(40.82798200000001, -73.8399465)
HUTCHINSON RVR/LAFAYETTE AV,(40.82490480000001, -73.8372861)
L.I.J.MEDICAL RDWY/271 ST,(40.75506600000001, -73.70642099999999)
LAKEVILLE RD/LIJ MEDICAL RDWY,(40.754833, -73.70414699999999)
LAKEVILLE RD/HEWLETT ST,(40.7533889, -73.7029076)
UNION TPK/HEWLETT ST,(40.752136, -73.702553)
LITTLE NECK PKY/260 ST,(40.7521013, -73.72115339999999)
UNION TP/270 ST,(40.751213, -73.704285)
260 ST/73 AV,(40.750824, -73.717522)
UNION TP/267 ST,(40.7499889, -73.7062322)
UNION TP/265 ST,(40.749172, -73.70791249999999)
260 ST/74 AV,(40.74963, -73.7157785)
UNION TP/263 ST,(40.74831, -73.7095295)
260 ST/75 AV,(40.7481425, -73.713459)
UNION TP/260 ST,(40.747114, -73.712307)
UNION TP/258 ST,(40.746292, -73.71336749999999)
UNION TP/LITTLE NECK PY,(40.74415949999999, -73.717659)
UNION TP/251 ST,(40.73086199999999, -73.7748865)
UNION TP/248 ST,(40.742348, -73.7220155)
UNION TP/COMMONWEALTH BL,(40.7414685, -73.7246285)
UNION TP/CROSS ISLAND PY,(40.740784, -73.72675699999999)
UNION TP/WINCHESTER BL,(40.7389383, -73.7338075)
UNION TP/235 ST,(40.7378275, -73.7367726)
UNION TP/GRAND CENTRAL PY,(40.7527262, -73.9772294)
UNION TP/CLOVERDALE BL,(40.7145729, -73.83000940000001)
UNION TP/226 ST,(40.7361755, -73.744705)
UNION TP/SPRINGFIELD BL,(40.7358075, -73.7466395)
UNION TP/222 ST,(40.7354045, -73.7486495)
UNION TP/220 PL,(40.73513, -73.7509)
UNION TP/BELL BL,(40.734295, -73.755226)
UNION TP/211 ST,(40.73350749999999, -73.7598725)
UNION TP/HOLLIS HILLS TER,(40.7329235, -73.7633245)
UNION TP/FRANCIS LEWIS BL,(40.7318282, -73.7702278)
UNION TP/196 ST,(40.730973, -73.7749441)
UNION TP/193 ST,(40.7301763, -73.7780144)
UNION TP/190 ST,(40.7296985, -73.7793655)
UNION TP/188 ST,(40.72920999999999, -73.78117)
UNION TP/183 ST,(40.727703, -73.786095)
UNION TP/179 ST,(40.7265484, -73.7890982)
UNION TP/UTOPIA PY,(40.7256945, -73.7919045)
UNION TP/168 ST,(40.7229365, -73.800201)
UNION TP/164 ST,(40.721376, -73.8040575)
UNION TP/160 ST,(40.7205945, -73.80701049999999)
UNION TP/PARSONS BL,(40.7199115, -73.8090515)
UNION TP/153 ST,(40.719585, -73.810806)
UNION TP/150 ST,(40.7190285, -73.812225)
UNION TP/147 ST,(40.1044176, -75.00048439999999)
UNION TP/MAIN ST,(40.7176439, -73.8170164)
UNION TP/VLEIGH PL,(40.7173147, -73.8217221)
QUEENS BL/78 CR,(40.714733, -73.831238)
QUEENS BL/78 AV,(40.715614, -73.832413)
UNION TP/QUEENS BL,(40.73086199999999, -73.7748865)
UNION TP/135 ST,(40.7159159, -73.82375139999999)
UNION TP/141 ST,(40.73086199999999, -73.7748865)
UNION TP/165 ST,(40.73350749999999, -73.7598725)
UNION TP/173 ST,(40.724461, -73.795425)
UNION TP/SURREY PL,(51.31475930000001, -0.5599501)
UNION TP/KENT ST,(40.727592, -73.78576699999999)
UNION TP/CHEVY CHASE ST,(40.7283662, -73.7835793)
UNION TP/STEWART RD,(40.734741, -73.751976)
UNION TP/232 ST,(40.737129, -73.739777)
UNION TP/234 ST,(40.737514, -73.736993)
UNION TP/256 ST,(40.7458534, -73.7146178)
UNION TPKE/260 ST,(40.747116, -73.711548)
260 ST/UNION TP,(40.747114, -73.712307)
UNION TP/268 ST,(40.7504917, -73.70529239999999)
UNION TP/271 ST,(40.7519, -73.70251499999999)
LAKEVILLE RD/UNION TPK,(40.7524593, -73.701589)
LAKEVILLE RD/ HEWLETT ST,(40.7533889, -73.7029076)
260 ST/LITTLE NECK PY,(40.751667, -73.72081)
LIJ MEDICAL CTR/271 ST,(40.75489400000001, -73.706589)
DITMARS BL/102 ST,(40.768856, -73.868141)
DITMARS BL/25 AV,(40.767017, -73.865471)
DITMARS BL/27 AV,(40.765738, -73.86406699999999)
DITMARS BL/29 AV,(40.764198, -73.862583)
DITMARS BL/31 AV,(40.762634, -73.861565)
108 ST/ASTORIA BL,(40.76043019999999, -73.8614616)
108 ST/32 AV,(40.759895, -73.861282)
108 ST/NORTHERN BL,(40.7577879, -73.86099399999999)
108 ST/34 AV,(40.755928, -73.860748)
108 ST/37 AV,(40.7539328, -73.86048130000002)
108 ST/38 AV,(40.752628, -73.85965)
ROOSEVELT AV/108 ST,(40.7507224, -73.85875949999999)
ROOSEVELT AV/111 ST,(40.7515869, -73.855837)
ROOSEVELT AV/114 ST,(40.7525143, -73.8526012)
ROOSEVELT AV/SHEA PARKING LOT,(40.75381100000001, -73.848198)
ROOSEVELT AV/WILLETS PT BL STATIO,(40.754681, -73.845566)
ROOSEVELT AV/126 ST,(40.755245, -73.84337599999999)
ROOSEVELT AV/COLLEGE PT BL,(40.7582745, -73.833889)
ROOSEVELT AV/WILLETS PT BL,(40.754681, -73.845566)
ROOSEVELT AV/WILLETS PT BL STATION,(40.754681, -73.845566)
ROOSEVELT AV/GRAND CENTRAL PY,(40.75338, -73.849983)
DITMARS BL/24 RD,(40.76754400000001, -73.866058)
23 AV/94 ST,(40.7680862, -73.8762498)
23 AV/92 ST,(40.767959, -73.87802549999999)
23 AV/90 ST,(40.767857, -73.880211)
23 AV/85 ST,(40.76708199999999, -73.884903)
ARCHER AV /PARSONS BL,(40.7015722, -73.8026124)
MERRICK BL/LINDEN BL,(40.69170510000001, -73.7791598)
MERRICK BL/115 AV,(40.6899294, -73.7776986)
MERRICK BL/116 AV,(40.688046, -73.776466)
MERRICK BL/FOCH BL,(40.687317, -73.77508499999999)
MERRICK BL/119 AV,(40.685787, -73.773338)
MERRICK BL/VICTORIA RD,(40.6849906, -73.77216829999999)
MERRICK BL/BAISLEY BL,(40.684113, -73.77014199999999)
MERRICK BL/125 AV,(40.682156, -73.766937)
MERRICK BL/127 AV,(40.68129, -73.76514399999999)
MERRICK BL/129 AV,(40.6808561, -73.76388639999999)
MERRICK BL/130 RD,(40.6798538, -73.7621051)
MERRICK BL/BELKNAP ST,(40.6789136, -73.7598258)
MERRICK BL/MONTAUK ST,(40.6794156, -73.75722420000001)
MERRICK BL/PINEVILLE LA,(40.6801285, -73.7557145)
MERRICK BL/SPRINGFIELD BL,(40.6801035, -73.75344419999999)
MERRICK BL/218 ST,(40.67959400000001, -73.75109499999999)
MERRICK BL/220 ST,(40.678878, -73.749276)
MERRICK BL/222 ST,(40.67838649999999, -73.74737739999999)
MERRICK BL/224 ST,(40.6779274, -73.7455853)
MERRICK BL/226 ST,(40.6772455, -73.7439459)
MERRICK BL/228 ST,(40.6767421, -73.7421841)
MERRICK BL/230 ST,(40.67617360000001, -73.7404519)
MERRICK BL/231 ST,(40.675294, -73.738271)
MERRICK BL/233 ST,(40.6749812, -73.7369155)
MERRICK BL/LAURELTON PY,(40.674089, -73.735287)
MERRICK BL/241 ST,(40.6735909, -73.7327937)
MERRICK BL/243 ST,(40.6741089, -73.7302942)
MERRICK BL/HOOK CREEK BL,(40.6741, -73.727592)
HOOK CREEK BL/133 DR,(40.6723229, -73.7278891)
HOOK CREEK BL/135 AV,(40.6702334, -73.7285965)
HOOK CREEK BL/136 AV,(40.6688204, -73.7290142)
HOOK CREEK BL/SUNRISE HY,(40.66555820000001, -73.72978669999999)
SUNRISE HWY/SUNRISE CINEMAS,(40.6652896, -73.7293505)
SUNRISE HWY/Opp 24502 S CONDUIT AV,(40.66567999999999, -73.73410799999999)
FRANCIS LEWIS BL/SUNRISE HY,(40.665631, -73.7356783)
WEST CIRCLE DR /PARKING STRUCTURE (ARRIVE),(40.6618126, -73.7226641)
WEST CIRCLE DR /PARKING STRUCTURE,(40.6618126, -73.7226641)
HOOK CREEK BL/N CONDUIT AV,(40.6664439, -73.7298809)
HOOK CREEK BL/134 AV,(40.6715955, -73.7280214)
FRANCIS LEWIS BL/BROOKVILLE BL,(40.6675992, -73.7373892)
BROOKVILLE BL/137 AV,(40.6696184, -73.7362066)
MERRICK BL/242 ST,(40.673852, -73.7318167)
BROOKVILLE BL/MERRICK BL,(40.67729, -73.74393049999999)
MERRICK BL/RIDGEDALE AV,(40.68027499999999, -73.753993)
MERRICK BL/FARMERS BL,(40.6797972, -73.76158889999999)
MERRICK BL/ZOLLER RD,(40.681118, -73.764313)
MERRICK BL/SELOVER RD,(40.681667, -73.765411)
MERRICK BL/URSINA RD,(40.682408, -73.76707859999999)
165 ST TERM/165 ST TERM BAY 3,(40.7069412, -73.7954906)
HILLSIDE AV/181 ST,(40.713051, -73.781914)
FRANCIS LEWIS BL/WHITEHALL TERR,(40.721735, -73.7600463)
FRANCIS LEWIS BL/86 RD,(40.7235678, -73.7625333)
FRANCIS LEWIS BL/EPSOM COURSE,(40.7247257, -73.76473159999999)
FRANCIS LEWIS BL/UNION TP,(40.731787, -73.7700995)
FRANCIS LEWIS BL/73 AV,(40.7362675, -73.77286149999999)
FRANCIS LEWIS BL/HORACE HARDING EXP,(40.742992, -73.7756629)
FRANCIS LEWIS BL/56 AV,(40.7471485, -73.7775535)
FRANCIS LEWIS BL/53 AV,(40.748743, -73.7783085)
FRANCIS LEWIS BL/50 AV,(40.750326, -73.77906399999999)
FRANCIS LEWIS BL/48 AV,(40.751877, -73.7798)
FRANCIS LEWIS BL/47 AV,(40.75333, -73.780491)
FRANCIS LEWIS BL/46 AV,(40.75470749999999, -73.781654)
FRANCIS LEWIS BL/45 RD,(40.7560326, -73.78239640000001)
FRANCIS LEWIS BL/44 AV,(40.75725389999999, -73.7828883)
FRANCIS LEWIS BL/43 AV,(40.764664, -73.788322)
FRANCIS LEWIS BL/STATION RD,(40.761162, -73.78505299999999)
FRANCIS LEWIS BL/38 AV,(40.7627795, -73.7856025)
FRANCIS LEWIS BL/160 ST,(40.781727, -73.803314)
FRANCIS LEWIS BL/17 RD,(40.782932, -73.804131)
FRANCIS LEWIS BL/16 AV,(40.785156, -73.80549599999999)
CROSS ISLAND PY/150 ST,(40.787357, -73.811729)
14 AV/147 ST,(40.7876741, -73.81874669999999)
14 AV/146 ST,(40.7872457, -73.8205608)
131 ST/15 AV,(40.784458, -73.83753999999999)
132 ST /20 AV,(40.782063, -73.836716)
132 ST/20 AV,(40.782063, -73.836716)
14 AV/PARSONS BL,(40.786503, -73.822304)
CROSS ISLAND PKY/149 ST,(40.7883011, -73.8161842)
FRANCIS LEWIS BL/LOCKE AV,(40.7853204, -73.8056646)
FRANCIS LEWIS BL/17 AV,(40.783134, -73.804588)
FRANCIS LEWIS BL/18 AV,(40.7042785, -73.749863)
FRANCIS LEWIS BL/171 ST,(40.770851, -73.793762)
FRANCIS LEWIS BL/194 ST,(40.763897, -73.787781)
FRANCIS LEWIS BL/42 AV,(40.7596665, -73.7843895)
FRANCIS LEWIS BL/NORTHERN BL,(40.7575535, -73.783537)
FRANCIS LEWIS BL/45 AV,(40.7042785, -73.749863)
FRANCIS LEWIS BL/HORACE HARDING EXP N,(40.742992, -73.7756629)
FRANCIS LEWIS BL/HORACE HARDING EXP S,(40.742992, -73.7756629)
FRANCIS LEWIS BL/MCLAUGHLIN AV,(40.725155, -73.765503)
FRANCIS LEWIS BL/204 ST,(40.7234832, -73.76260239999999)
FRANCIS LEWIS BL/HILLSIDE AV,(40.721123, -73.75965099999999)
SPRINGFIELD BL/145 AV,(40.6629975, -73.7612001)
SPRINGFIELD BL/144 AV,(40.6668444, -73.757278)
SPRINGFIELD BL/143 AV,(40.6683785, -73.75674049999999)
SPRINGFIELD BL/141 RD,(40.670818, -73.756363)
SPRINGFIELD BL/141 AV,(40.6715735, -73.7564505)
SPRINGFIELD BL/138 RD,(40.674091, -73.755989)
SPRINGFIELD BL/E GATE PZ,(40.6756095, -73.7558365)
SPRINGFIELD BL/136 AV,(40.678089, -73.754463)
SPRINGFIELD BL/MERRICK BL,(40.6801035, -73.75344419999999)
SPRINGFIELD BL/132 RD,(40.6823681, -73.751717)
SPRINGFIELD BL/131 AV,(40.68399, -73.751007)
SPRINGFIELD BL/130 AV,(40.685833, -73.749985)
SPRINGFIELD/MONTEFIORE CEMETERY,(40.6874869, -73.7476708)
SPRINGFIELD BL/121 AV,(40.6897165, -73.7472995)
SPRINGFIELD BL/120 AV,(40.69123099999999, -73.746376)
FRANCIS LEWIS BL/LINDEN BL,(40.6961357, -73.7461349)
FRANCIS LEWIS BL/116 AV,(40.697609, -73.7468225)
FRANCIS LEWIS BL/115 AV,(40.6995505, -73.74773449999999)
FRANCIS LEWIS BL/MURDOCK AV,(40.7015927, -73.74859099999999)
FRANCIS LEWIS BL/113 AV,(40.7029285, -73.7492525)
FRANCIS LEWIS BL/112 AV,(40.7042785, -73.749863)
FRANCIS LEWIS BL/111 AV,(40.70564299999999, -73.750477)
FRANCIS LEWIS BL/HOLLIS AV,(40.70732539999999, -73.7511682)
FRANCIS LEWIS BL/109 AV,(40.7088441, -73.7517955)
FRANCIS LEWIS BL/104 AV,(40.7103344, -73.75241360000001)
FRANCIS LEWIS BL/100 AV,(40.71202299999999, -73.7531815)
FRANCIS LEWIS BL/JAMAICA AV,(40.7139058, -73.7541142)
FRANCIS LEWIS BL/93 AV,(40.715969, -73.755783)
FRANCIS LEWIS BL/90 AV,(40.718149, -73.75723599999999)
FRANCIS LEWIS BL/89 AV,(40.719568, -73.7583827)
165 ST / 165 ST TERMINAL,(40.707787, -73.79557)
165 ST / BUS TERMINAL,(40.707787, -73.79557)
FRANCIS LEWIS BL/99 AV,(40.712723, -73.75357799999999)
FRANCIS LEWIS/LINDEN BL,(40.6961357, -73.7461349)
FRANCIS LEWIS BL/NASHVILLE BL,(40.6942579, -73.74528719999999)
SPRINGFIELD BL/122 AV,(40.68729, -73.749123)
SPRINGFIELD BL/197 ST,(40.68559510000001, -73.7501936)
SPRINGFIELD BL/193 ST,(40.6842481, -73.7510982)
SPRINGFIELD BL/LUCAS ST,(40.6824338, -73.7518917)
SPRINGFIELD BL/ 135 AV,(40.678619, -73.754631)
SPRINGFIELD BL/139 AV,(40.673374, -73.7562501)
S CONDUIT AV/221 ST,(40.66549699999999, -73.75704999999999)
153 ST/HILLSIDE AV,(40.707012, -73.80426)
150 ST/JAMAICA AV,(40.7021245, -73.8044481)
LIBERTY AV/180 ST,(40.7054079, -73.7803401)
LIBERTY AV/183 ST,(40.705452, -73.77628700000001)
LIBERTY AV/184 ST,(40.704836, -73.772938)
LIBERTY AV/CAMDEN AV,(39.93062279999999, -75.1128183)
LIBERTY AV/ELMIRA AV,(40.703709, -73.768517)
LIBERTY AV/HILBURN AV,(40.703201, -73.76715899999999)
MURDOCK AV/FARMERS BL,(40.6980389, -73.7622438)
MURDOCK AV/194 ST,(40.6984936, -73.76049119999999)
MURDOCK AV/196 ST,(40.699084, -73.758243)
MURDOCK AV/198 ST,(40.6995459, -73.75647359999999)
MURDOCK AV/200 ST,(40.7000107, -73.7546937)
MURDOCK AV/202 ST,(40.70047880000001, -73.7528878)
MURDOCK AV/204 ST,(40.70094, -73.7511102)
MURDOCK AV/FRANCIS LEWIS BL,(40.7017595, -73.7487335)
MURDOCK AV/208 ST,(40.702058, -73.74679499999999)
MURDOCK AV/210 ST,(40.702509, -73.74504499999999)
MURDOCK AV/212 ST,(40.70296, -73.743307)
MURDOCK AV/SPRINGFIELD BL,(40.703533, -73.740959)
COLFAX ST/212 ST,(40.702309, -73.74305)
COLFAX ST/SPRINGFIELD BL,(40.70179, -73.741348)
114 AV/219 ST,(40.701839, -73.738327)
114 AV/221 ST,(40.701782, -73.73638199999999)
114 AV/223 ST,(40.701721, -73.734459)
114 AV/225 ST,(40.701705, -73.73239199999999)
114 AV/227 ST,(40.701565, -73.730583)
227 ST/113 DR,(40.7022667, -73.73035569999999)
AMBOY LA/JAMAICA AV,(40.717922, -73.73638199999999)
113 DR/225 ST,(40.70247699999999, -73.732231)
113 DR/223 ST,(40.70252199999999, -73.734184)
113 DR/221 ST,(40.702576, -73.736145)
113 DR/219 ST,(40.70262899999999, -73.73807500000001)
BRINKERHOFF AV/189 ST,(40.7037219, -73.7675047)
LIBERTY AV/187 ST,(40.704227, -73.76992)
LIBERTY AV/182 ST,(40.705677, -73.77812999999999)
ARCHER AV/PARSONS BL BAY A,(40.702572, -73.79969)
153 ST/JAMAICA AV,(40.702736, -73.80228)
153 ST/89 AV,(40.7056197, -73.8029323)
237 ST/129 AV,(40.680134, -73.73024699999999)
237 ST/128 AV,(40.6824, -73.72943099999999)
237 ST/121 AV,(40.684372, -73.72850000000001)
120 AV/237 ST,(40.685886, -73.728172)
120 AV/234 ST,(40.68631, -73.730087)
120 AV/231 ST,(40.687492, -73.733482)
120 AV/229 ST,(40.688007, -73.735153)
120 AV/227 ST,(40.688374, -73.736458)
120 AV/224 ST,(40.68895, -73.73880799999999)
120 AV/222 ST,(40.689865, -73.741295)
120 AV/SPRINGFIELD BL,(40.6912725, -73.746231)
120 AV/202 ST,(40.691132, -73.748543)
120 AV/200 ST,(40.69042, -73.750275)
120 AV/199 ST,(40.689941, -73.751717)
120 AV/197 ST,(40.689476, -73.75299799999999)
120 AV/195 ST,(40.688751, -73.754997)
120 AV/193 ST,(40.688122, -73.756721)
120 AV/190 ST,(40.687199, -73.759239)
120 AV/FARMERS BL,(40.686432, -73.761116)
120 AV/180 ST,(40.685873, -73.7634775)
120 AV/178 ST,(40.685497, -73.765198)
120 AV/177 ST,(40.6848835, -73.7677289)
120 AV/IRWIN PL,(40.684441, -73.768898)
120 AV/SUNBURY RD,(40.684914, -73.767021)
120 AV/178 PL,(40.685349, -73.765343)
120 AV/LUCAS ST,(40.687389, -73.758408)
120 AV/192 ST,(40.687923, -73.75696599999999)
120 AV/194 ST,(40.68852200000001, -73.755325)
120 AV/196 ST,(40.6892125, -73.75362729999999)
120 AV/198 ST,(40.689701, -73.75209)
120 AV/NASHVILLE BL,(40.691326, -73.747551)
120 AV/218 ST,(40.690544, -73.744095)
120 AV/226 ST,(40.688427, -73.737099)
120 AV/230 ST,(40.687378, -73.733589)
120 AV/232 ST,(40.686844, -73.731842)
238 ST/121 AV,(40.683464, -73.728081)
238 ST/128 AV,(40.681656, -73.728897)
LAURELTON PY/129 AV,(40.6811406, -73.7337476)
243 ST/147 AV,(40.65773799999999, -73.74121099999999)
243 ST/144 AV,(40.660568, -73.73906699999999)
243 ST/WELLER AV,(40.661566, -73.738405)
SUNRISE HWY/HOOK CREEK BL,(40.66555820000001, -73.72978669999999)
243 ST/142 AV,(40.662567, -73.737732)
243 ST/MEMPHIS AV,(40.6638015, -73.7367245)
FRANCIS LEWIS BL/245 St,(40.664814, -73.734856)
SUNRISE HY/FRANCIS LEWIS BL,(40.66584599999999, -73.73608399999999)
SUNRISE HY/BROOKVILLE BL,(40.665676, -73.73883099999999)
N CONDUIT AV/230 PL,(40.6665, -73.745132)
N CONDUIT AV/225 ST,(40.6664019, -73.7517819)
N CONDUIT AV/222 ST,(40.666399, -73.75524539999999)
140 AV/SOUTHGATE ST,(40.672588, -73.759033)
140 AV/BEDELL ST,(40.6721478, -73.7615579)
140 AV/FARMERS BL,(40.671402, -73.7644845)
137 AV/ FARMERS BL,(40.673389, -73.764473)
BEDELL ST/FARMERS BL,(40.6735457, -73.763862)
BEDELL ST/134 RD,(40.674877, -73.76583099999999)
BEDELL ST/133 AV,(40.67627299999999, -73.76808199999999)
BEDELL ST/130 AV,(40.677963, -73.770805)
BEDELL ST/127 AV,(40.679436, -73.77317)
BEDELL ST/BAISLEY BL,(40.6805257, -73.7747327)
BAISLEY BL/172 ST,(40.6815949, -73.77222569999999)
BAISLEY BL/MERRILL ST,(40.6830805, -73.770168)
ARCHER AV/160 ST,(40.7027801, -73.79841429999999)
140 AV/180 ST,(40.671577, -73.763916)
140 AV/183 ST,(40.6721514, -73.7611895)
140 AV/THURSTON ST,(40.67248499999999, -73.759125)
S CONDUIT AV/223 ST,(40.66542099999999, -73.754364)
S CONDUIT AV/225 ST,(40.6654884, -73.75237229999999)
S CONDUIT AV/LANSING AV,(40.6654728, -73.7474975)
S CONDUIT AV/231 ST,(40.6653796, -73.7449372)
